"";"cab3";"q4";"q120_11";"q120_12";"q120_13";"q120_14";"q120_15";"q120_16";"q120_17";"q120_18";"q120_19";"q120_21";"q120_22";"q120_23";"q120_24";"q120_25";"q120_26";"q120_27";"q120_28";"q120_29";"q120_31";"q120_32";"q120_33";"q120_34";"q120_35";"q120_36";"q120_37";"q120_38";"q120_39";"q120_41";"q120_42";"q120_43";"q120_44";"q120_45";"q120_46";"q120_47";"q120_48";"q120_49";"q120_51";"q120_52";"q120_53";"q120_54";"q120_55";"q120_56";"q120_57";"q120_58";"q120_59";"q120_61";"q120_62";"q120_63";"q120_64";"q120_65";"q120_66";"q120_67";"q120_68";"q120_69";"chance_nova_ocorrencia";"q119_1";"q119_2";"q119_3";"q119_4";"sexo";"renda";"renda_casa";"area_risco";"maior_intrucao";"n_enchentes";"maior_instrucao";"viz"
"948";859;"Sir";1;1;1;1;3;3;1;1;1;3;3;1;1;1;1;1;1;1;3;3;1;1;1;1;2;2;2;4;3;2;2;2;2;2;4;4;1;1;1;5;5;5;5;5;3;3;3;3;5;5;3;3;1;3;1;5;5;5;5;2;1;1;0;4;0;"media";70
"949";860;"Sir";1;1;1;3;3;3;3;1;1;3;3;1;1;1;3;3;1;4;3;3;1;1;3;3;1;3;5;1;1;1;5;5;5;5;5;1;3;3;1;5;5;3;3;1;4;3;3;1;5;5;3;3;1;4;1;4;4;4;4;2;5;5;0;4;0;"media";70
"950";861;"Sir";1;1;1;3;3;3;3;3;1;3;3;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;1;1;5;5;1;1;1;5;5;5;5;1;1;3;3;5;5;3;3;5;1;3;1;5;5;5;5;2;7;7;1;5;0;"alta";70
"951";862;"Sir";2;2;2;2;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;3;2;3;5;2;1;1;1;1;1;5;5;5;2;1;1;1;1;1;5;5;3;3;3;5;5;3;3;1;3;1;5;5;5;5;2;5;5;0;3;0;"media";70
"952";912;"Sir";3;1;1;1;1;1;1;1;1;4;4;3;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;5;5;3;1;1;1;1;5;5;1;1;1;5;5;5;5;5;1;3;3;1;5;3;1;5;1;3;1;5;5;5;5;1;1;1;1;4;0;"media";70
"953";986;"Sir";1;1;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;5;1;1;1;1;5;5;5;5;5;1;1;5;1;5;1;1;5;1;1;1;5;5;5;5;1;5;5;0;4;0;"media";70
"954";1034;"Sir";1;1;1;1;3;3;1;1;1;5;3;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;5;1;1;1;5;5;5;5;3;1;1;5;4;5;3;5;1;1;1;1;5;5;5;5;1;5;5;0;3;0;"media";70
"955";1035;"Sir";1;1;3;3;5;5;1;3;5;5;5;5;3;5;5;3;5;1;5;5;5;1;5;5;3;5;1;1;1;3;1;5;5;3;5;3;5;3;1;5;4;5;5;5;1;5;5;1;5;5;3;5;5;1;1;4;5;4;5;1;4;4;0;4;0;"media";70
"956";1036;"Sir";1;1;4;4;2;4;3;3;3;4;4;5;1;3;3;4;4;2;1;3;2;3;4;4;4;3;2;2;4;4;5;3;1;4;5;5;1;1;1;4;3;5;4;1;2;3;3;5;3;5;3;2;1;1;4;2;1;5;5;1;2;2;0;4;0;"media";70
"957";1037;"Sir";1;1;1;1;1;1;1;1;1;3;3;2;2;2;2;2;2;5;3;3;3;3;3;3;3;3;4;5;5;3;3;3;3;3;5;3;1;1;1;5;5;5;5;5;5;1;3;3;3;5;5;5;1;3;1;5;5;5;5;1;8;8;0;4;1;"media";70
"958";1063;"Sir";1;1;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;4;1;1;1;1;5;5;5;5;5;1;3;5;3;5;1;1;5;1;1;2;1;4;4;4;1;4;4;0;4;0;"media";70
"959";2066;"Tiradentes";1;1;5;3;4;3;1;3;4;5;3;5;2;2;3;1;5;5;3;3;5;4;4;1;1;5;5;5;5;5;1;5;3;1;5;5;3;3;3;5;5;5;5;5;2;4;4;5;5;5;5;1;1;3;1;5;4;4;4;1;6;6;0;4;0;"media";71
"960";2080;"Tiradentes";1;1;5;4;3;3;1;1;5;5;3;5;1;2;2;2;3;5;5;3;5;4;4;3;2;1;5;5;5;5;1;1;1;1;1;5;3;3;2;5;5;5;4;5;1;5;5;5;5;5;5;1;1;2;1;4;4;5;5;2;5;5;0;3;0;"media";71
"961";647;"Turmalina";5;4;5;4;3;3;2;1;4;5;5;4;3;2;1;1;1;5;5;5;4;2;1;1;1;1;5;5;5;4;2;2;1;1;1;5;5;5;4;5;4;4;5;3;4;5;5;5;5;4;3;4;2;4;1;2;3;4;5;2;1;1;0;4;0;"media";72
"962";660;"Turmalina";1;1;2;3;5;5;5;5;1;5;4;5;4;3;3;2;1;5;5;5;5;3;2;3;1;1;5;5;5;5;3;2;3;1;1;5;1;1;1;5;5;5;5;5;1;1;1;2;5;5;5;4;4;1;1;4;5;4;5;2;5;5;0;5;10;"alta";72
"963";663;"Turmalina";1;2;3;2;3;4;5;5;1;2;1;3;4;3;3;2;5;1;2;1;3;4;3;3;3;5;1;2;1;3;4;3;3;2;5;1;1;2;3;2;5;5;5;5;1;2;2;3;5;4;3;5;5;1;1;5;2;2;4;2;1;1;0;4;0;"media";72
"964";728;"Turmalina";5;4;5;3;2;1;2;1;4;5;4;5;3;1;2;1;2;5;5;5;5;2;1;1;1;3;4;5;5;5;3;1;2;1;3;4;1;1;2;4;5;4;5;4;2;1;1;3;5;4;5;3;4;1;1;3;3;3;3;1;4;4;0;2;0;"baixa";72
"965";730;"Turmalina";5;5;5;3;3;1;2;3;5;1;2;1;5;3;5;4;3;2;4;5;5;2;2;2;4;2;4;5;4;5;2;2;1;1;1;4;1;2;2;5;5;5;4;5;2;5;5;3;2;2;2;1;1;4;1;5;3;5;3;1;6;6;0;4;0;"media";72
"966";731;"Turmalina";5;3;5;4;3;2;1;2;5;4;5;5;3;3;1;1;3;5;4;5;5;2;4;1;1;2;5;4;5;5;3;3;2;1;3;5;4;5;3;5;5;4;4;3;5;5;5;4;4;4;3;2;2;5;1;5;4;5;4;1;5;5;0;4;0;"media";72
"967";732;"Turmalina";1;2;2;3;4;5;3;3;4;5;4;5;4;3;2;1;2;5;5;5;5;4;2;3;2;3;4;5;4;5;5;3;3;3;3;5;1;1;2;4;5;5;4;5;1;4;5;4;4;3;2;1;2;5;1;5;5;5;5;1;4;4;0;4;0;"media";72
"968";765;"Turmalina";5;4;5;3;2;2;2;1;5;5;5;4;3;1;1;1;2;5;5;4;4;3;1;1;1;2;5;5;4;4;3;1;1;1;2;5;5;5;4;4;3;2;2;2;5;5;5;5;4;2;2;2;2;5;1;5;1;1;2;1;5;5;0;2;0;"baixa";72
"969";766;"Turmalina";1;1;1;3;4;3;5;4;1;5;5;5;3;1;1;1;2;4;5;4;5;2;2;1;1;2;5;5;4;5;1;2;1;1;2;4;1;1;1;5;5;5;5;5;1;1;1;1;4;5;4;5;5;1;1;4;4;4;4;1;5;5;0;4;0;"media";72
"970";767;"Turmalina";2;1;2;3;4;5;5;4;2;5;4;5;2;1;1;2;2;5;5;5;5;1;2;1;1;2;4;5;4;5;1;2;1;2;2;5;1;2;1;5;5;5;5;4;2;1;1;1;4;5;4;5;5;2;2;5;3;4;3;1;1;1;0;4;0;"media";72
"971";768;"Turmalina";1;1;2;3;3;4;5;4;2;4;3;5;4;1;2;1;1;5;5;5;4;3;1;1;1;1;4;5;4;4;2;1;2;1;1;4;1;2;1;3;4;5;5;5;1;2;1;2;3;3;5;5;4;2;1;4;5;4;5;1;4;4;0;3;4;"media";72
"972";769;"Turmalina";4;4;5;3;3;1;2;1;5;5;3;4;2;2;1;1;2;4;5;4;5;1;2;1;1;2;4;5;4;5;2;2;1;1;2;4;5;5;4;4;3;2;3;3;4;4;5;4;5;2;3;2;2;4;1;2;3;4;5;2;4;4;0;2;0;"baixa";72
"973";770;"Turmalina";5;4;5;4;3;2;1;1;5;5;4;4;3;2;1;1;2;5;4;4;4;2;2;1;1;2;5;4;4;4;2;2;1;1;2;5;5;5;5;4;3;2;3;2;5;5;5;5;5;4;1;1;2;5;1;5;5;5;5;1;5;5;0;3;0;"media";72
"974";771;"Turmalina";5;3;4;3;1;1;2;1;4;4;3;5;1;2;1;1;1;5;4;3;5;1;2;1;1;1;5;4;3;5;1;2;1;1;1;5;1;1;1;5;5;5;4;5;1;5;5;4;2;2;2;2;1;4;1;5;5;5;5;2;5;5;0;3;0;"media";72
"975";772;"Turmalina";4;4;5;3;3;2;1;1;5;5;5;5;4;3;2;1;2;4;5;5;5;3;2;2;1;2;4;4;5;4;4;3;2;1;2;5;5;5;4;5;4;3;3;2;5;5;5;5;5;4;3;3;2;5;2;5;4;5;5;2;4;4;0;2;0;"baixa";72
"976";773;"Turmalina";1;1;2;3;4;5;4;5;2;3;1;1;2;3;3;4;4;3;2;2;1;2;4;3;4;3;3;3;2;1;2;4;4;3;3;3;5;4;4;3;2;2;1;2;5;4;5;5;4;3;1;1;1;5;2;4;4;5;3;2;1;1;0;3;0;"media";72
"977";774;"Turmalina";5;1;5;4;3;1;1;1;5;4;4;5;3;2;2;1;2;5;4;4;5;3;1;2;1;2;5;4;4;5;2;1;2;1;1;5;5;5;4;3;3;3;2;2;5;5;5;5;4;3;3;1;2;5;2;3;3;3;3;1;1;1;0;3;0;"media";72
"978";901;"Turmalina";1;1;2;4;5;4;5;5;1;4;1;3;4;1;3;1;1;4;5;1;4;1;1;2;1;1;4;5;2;3;2;2;1;2;2;5;1;1;2;3;5;4;5;1;1;5;5;4;4;3;3;2;2;5;1;3;4;5;5;2;1;1;0;4;3;"media";72
"979";905;"Turmalina";4;3;5;3;3;1;2;1;5;3;3;5;1;2;1;1;2;5;3;3;4;2;2;1;1;2;5;4;3;5;1;2;1;1;2;5;4;5;5;3;2;4;3;2;5;5;5;5;3;2;1;3;2;5;1;4;4;4;4;2;5;5;0;4;1;"media";72
"980";908;"Turmalina";1;1;2;2;2;3;2;3;1;1;1;1;2;2;2;3;3;1;1;1;1;2;2;2;3;4;1;5;4;5;4;3;2;1;1;4;1;1;1;5;5;5;5;5;1;1;2;2;5;5;5;5;4;1;1;5;5;5;5;1;4;4;0;2;2;"baixa";72
"981";910;"Turmalina";4;5;4;3;2;1;1;1;4;5;5;5;4;3;1;2;1;4;5;5;5;3;3;1;1;1;4;5;5;5;3;2;1;2;1;4;4;5;5;4;4;1;2;1;4;5;5;5;3;3;1;2;1;4;1;5;5;5;5;1;5;5;0;3;0;"media";72
"982";911;"Turmalina";1;1;1;4;3;4;3;4;1;5;4;5;1;2;1;1;2;5;5;5;5;1;1;2;1;1;4;5;4;5;1;2;1;1;1;4;1;1;1;5;5;5;5;5;1;1;1;1;5;5;4;5;4;1;1;3;2;3;2;2;4;4;0;2;0;"baixa";72
"983";946;"Turmalina";1;2;1;4;5;4;5;5;2;5;5;5;1;1;1;1;1;4;4;5;4;2;1;2;1;1;4;4;5;4;2;1;2;1;1;4;1;1;2;5;5;4;5;5;2;1;2;2;4;4;5;4;5;2;1;5;5;5;5;2;5;5;0;3;1;"media";72
"984";947;"Turmalina";1;1;2;4;5;5;3;4;1;1;1;1;2;3;4;2;4;1;1;1;1;2;3;4;3;3;2;1;1;1;2;3;4;2;3;2;2;3;1;4;3;4;4;5;2;3;2;3;5;4;4;4;4;2;1;3;3;3;3;1;1;1;0;2;0;"baixa";72
"985";948;"Turmalina";2;2;3;4;5;4;5;5;2;4;5;5;1;2;2;3;2;5;5;4;5;2;2;2;2;2;5;4;5;5;2;1;2;1;1;5;3;3;2;4;5;5;5;5;1;2;3;2;5;4;5;5;4;2;1;5;5;4;4;2;1;1;0;4;0;"media";72
"986";950;"Turmalina";1;1;2;3;2;3;4;4;1;1;1;1;2;2;2;3;3;1;1;1;1;2;2;2;2;2;1;1;1;1;2;2;2;2;2;1;1;1;1;4;5;5;5;5;1;1;1;2;5;3;5;5;5;1;1;4;3;4;3;2;3;3;0;3;0;"media";72
"987";952;"Turmalina";4;3;4;3;2;1;2;1;5;4;5;3;2;1;1;1;2;5;4;5;3;2;1;1;1;2;5;4;5;3;2;1;1;1;2;5;5;4;5;4;3;2;3;2;5;5;5;5;4;4;3;2;2;5;1;4;4;4;4;2;1;1;0;3;0;"media";72
"988";955;"Turmalina";5;1;3;2;2;1;2;1;5;5;4;5;1;2;1;1;2;5;5;4;5;1;2;1;1;2;5;5;4;5;1;1;1;1;2;5;5;4;5;2;1;1;1;2;5;1;4;5;5;4;4;5;4;1;1;3;4;5;5;2;2;2;0;3;1;"media";72
"989";956;"Turmalina";1;1;2;4;3;4;5;4;2;5;4;5;1;1;2;1;1;4;5;5;5;2;1;2;1;2;5;5;5;5;1;1;2;1;2;4;1;2;2;5;5;5;5;5;2;1;2;1;5;5;4;5;4;2;1;3;4;3;4;1;5;5;0;4;0;"media";72
"990";957;"Turmalina";1;1;2;3;4;5;4;3;1;4;3;4;3;2;1;2;1;4;4;4;5;3;1;2;1;1;4;5;5;4;2;1;2;1;1;4;1;1;1;2;3;4;5;4;1;1;1;2;1;5;4;5;3;1;1;3;4;5;3;2;1;1;0;3;0;"media";72
"991";958;"Turmalina";5;4;5;4;3;3;2;1;5;2;1;5;5;5;5;3;1;1;2;1;5;5;4;1;1;2;2;5;4;5;2;2;1;2;1;5;5;5;5;4;3;2;3;2;5;5;5;5;3;3;1;2;1;5;1;5;5;5;5;2;1;1;0;4;0;"media";72
"992";959;"Turmalina";1;1;2;4;5;4;4;4;2;2;1;2;3;4;5;4;4;1;2;2;3;3;4;5;4;4;1;5;4;5;4;1;2;1;1;5;5;5;4;3;3;2;2;1;4;5;5;5;5;2;2;1;2;5;1;2;3;2;3;1;1;1;0;4;2;"media";72
"993";1001;"Turmalina";5;4;5;4;3;2;2;1;4;5;5;5;5;2;1;1;1;4;5;5;5;4;2;2;1;1;5;5;5;5;4;2;2;1;1;4;5;5;4;5;3;3;2;3;5;5;5;5;5;3;2;3;2;5;1;3;3;3;3;2;3;3;0;2;0;"baixa";72
"994";1002;"Turmalina";1;1;1;4;4;3;4;3;1;1;1;1;2;4;2;2;3;1;1;1;1;2;3;2;2;3;1;1;1;1;2;4;2;2;3;1;1;1;1;2;5;5;4;5;1;1;1;1;5;5;5;5;5;1;1;5;4;3;5;1;1;1;0;4;0;"media";72
"995";1007;"Turmalina";1;1;2;3;4;3;4;4;2;5;5;5;4;2;1;2;1;4;5;5;5;3;2;2;2;1;5;5;5;5;3;2;2;2;1;4;1;1;1;4;5;5;5;4;2;1;1;2;5;5;5;4;4;1;1;4;4;4;4;1;4;4;0;4;0;"media";72
"996";1008;"Turmalina";5;4;5;4;3;2;1;2;1;4;4;5;4;2;1;1;2;2;4;5;5;3;3;2;1;1;2;4;4;5;3;2;1;1;2;2;5;4;5;5;4;3;2;2;2;5;5;5;5;3;2;2;1;2;1;2;2;2;2;1;7;7;0;4;0;"media";72
"997";1009;"Turmalina";1;2;3;3;3;4;3;4;2;2;1;2;1;2;3;3;4;1;3;1;2;1;2;3;2;3;1;2;1;1;1;2;3;2;3;1;1;2;3;2;2;4;5;5;2;2;2;3;3;2;4;4;5;2;1;3;5;4;4;1;5;5;0;2;0;"baixa";72
"998";1010;"Turmalina";1;1;2;3;4;4;5;4;1;5;4;5;2;2;1;2;3;4;5;5;4;1;2;2;3;3;4;5;4;4;2;1;2;3;2;4;1;2;1;5;5;4;5;5;1;1;1;2;5;5;4;5;5;1;1;3;3;3;3;2;4;4;0;4;0;"media";72
"999";1011;"Turmalina";5;1;5;3;1;2;1;1;4;4;5;4;2;2;1;1;2;5;5;5;5;1;1;2;1;2;4;5;5;4;1;2;1;1;2;5;5;5;5;4;4;3;2;2;4;5;5;4;4;3;3;2;2;5;1;5;4;5;4;2;1;1;0;2;0;"baixa";72
"1000";1012;"Turmalina";2;1;2;3;4;5;4;5;2;4;5;5;3;3;2;1;2;5;4;4;5;2;3;1;1;2;4;4;5;5;2;3;1;2;2;4;2;1;2;4;5;5;5;4;2;5;5;4;5;4;3;2;3;5;1;5;4;2;5;2;4;4;0;4;0;"media";72
"1001";1014;"Turmalina";5;4;5;3;2;1;2;1;5;2;2;3;3;4;3;3;4;2;3;2;3;2;3;4;3;4;2;2;2;3;3;4;4;3;5;2;3;2;3;4;5;5;5;5;2;5;5;5;4;3;1;2;3;5;1;5;5;5;5;2;1;1;0;4;0;"media";72
"1002";13;"Universitario";3;3;3;3;5;5;3;3;1;5;5;4;3;2;2;4;5;5;5;5;2;4;5;5;5;5;1;5;5;5;3;4;4;4;5;3;4;4;4;4;3;3;4;4;1;3;3;5;3;3;4;5;5;1;5;4;4;4;4;2;1;1;1;4;0;"media";73
"1003";14;"Universitario";2;4;4;4;3;2;4;2;3;5;5;5;1;1;1;2;1;5;4;4;3;3;3;2;3;2;3;5;5;2;2;3;2;1;1;5;1;1;1;3;4;5;3;5;1;5;5;5;5;2;2;2;2;5;5;5;5;1;4;1;8;8;1;5;20;"alta";73
"1004";17;"Universitario";4;1;1;3;3;3;3;1;5;5;5;1;1;1;1;4;3;5;5;5;3;4;4;4;5;5;5;5;5;4;2;2;2;3;4;5;1;1;1;2;4;4;4;2;1;5;5;1;3;3;3;3;4;4;5;5;4;5;5;2;4;4;1;4;3;"media";73
"1005";20;"Universitario";4;3;5;2;3;3;2;2;5;2;4;2;2;2;2;3;3;5;2;2;3;1;2;1;5;1;4;5;2;2;2;2;5;4;5;5;1;1;1;3;5;5;2;3;1;1;4;5;4;4;3;5;5;1;5;5;5;5;5;2;4;4;1;4;2;"media";73
"1006";30;"Universitario";5;1;5;1;1;5;5;1;5;5;5;1;1;1;1;5;1;5;5;5;1;1;1;5;5;1;5;5;5;1;1;1;5;5;5;5;1;1;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;5;2;4;4;2;1;5;5;1;2;5;"baixa";73
"1007";202;"Universitario";3;4;2;3;3;3;3;3;1;4;4;4;3;2;2;5;5;5;5;4;4;2;2;2;4;5;3;5;5;2;1;4;4;4;5;5;1;1;1;4;4;4;4;4;1;2;1;4;5;3;3;5;5;1;2;5;1;1;1;2;1;1;1;3;1;"media";73
"1008";218;"Universitario";5;5;1;1;1;1;1;5;5;5;5;5;1;1;1;1;1;5;1;1;1;1;1;1;1;5;1;5;5;5;1;1;1;1;5;5;1;1;1;1;5;5;1;1;1;5;5;5;5;1;1;5;5;5;4;4;4;2;3;2;1;1;1;5;5;"alta";73
"1009";219;"Universitario";1;1;1;5;1;1;1;1;1;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;5;1;1;1;1;5;5;1;5;1;1;1;1;5;1;1;1;5;1;5;5;2;3;4;2;7;7;1;5;5;"alta";73
"1010";221;"Universitario";3;2;3;4;1;1;2;4;5;5;1;3;4;2;2;3;1;5;5;1;2;5;2;1;3;3;5;5;5;1;2;2;1;3;2;5;5;5;1;5;4;3;3;4;5;5;5;3;4;2;2;3;2;5;5;5;5;5;5;2;1;1;0;3;1;"media";73
"1011";222;"Universitario";5;5;5;1;1;1;5;5;5;5;5;5;1;5;5;1;5;5;5;5;5;1;1;5;5;5;5;5;5;5;1;1;1;1;1;5;1;1;5;5;5;5;5;5;1;5;5;5;5;1;5;1;1;5;2;5;1;4;5;2;1;1;1;5;1;"alta";73
"1012";515;"Universitario";1;1;1;1;5;1;2;2;1;4;4;4;2;2;2;2;2;5;1;1;1;1;1;1;1;1;1;4;2;4;1;1;1;1;1;5;1;1;1;1;5;5;5;5;1;5;5;5;5;1;1;1;1;5;5;5;5;2;5;1;6;6;1;4;15;"media";73
"1013";516;"Universitario";1;1;1;1;5;1;2;2;1;5;5;5;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;5;1;1;1;1;5;5;5;5;1;5;5;5;5;1;1;1;1;1;5;4;2;5;2;2;6;6;1;5;2;"alta";73
"1014";638;"Vale do Sol";1;1;1;5;4;4;4;5;1;5;5;5;1;1;1;1;1;5;4;4;4;3;4;1;3;5;5;1;1;1;5;4;4;4;5;1;1;1;1;5;4;4;4;5;1;5;5;4;4;4;5;4;5;5;1;5;5;5;5;1;6;6;0;3;0;"media";74
"1015";652;"Vale do Sol";1;1;1;5;5;2;3;3;3;5;5;5;3;1;1;3;1;5;4;4;5;1;5;4;3;1;5;5;5;5;1;5;5;4;5;3;1;1;1;3;5;5;5;5;2;1;5;5;5;1;1;4;3;1;1;5;2;5;5;2;1;1;0;4;0;"media";74
"1016";2045;"Vale Pastoril";3;4;4;5;5;4;3;4;4;5;5;5;4;4;4;4;5;5;3;3;3;3;3;3;3;3;3;5;5;5;4;4;4;4;4;5;4;5;4;5;5;5;4;4;4;5;4;5;5;3;3;4;4;5;2;2;2;2;2;1;8;8;1;5;0;"alta";75
"1017";2157;"Vale Pastoril";4;4;4;5;5;5;4;4;4;4;5;5;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;5;4;5;4;5;5;5;5;4;4;5;4;5;5;4;4;4;4;5;5;5;5;5;5;1;5;5;1;4;1;"media";75
"1018";2158;"Vale Pastoril";3;2;4;3;3;3;2;3;3;3;3;3;2;3;3;2;3;3;2;2;3;2;3;3;2;3;2;4;4;5;2;4;3;2;4;4;3;3;3;5;3;4;3;3;2;4;4;4;4;3;3;3;2;2;5;5;5;5;5;2;5;5;1;4;1;"media";75
"1019";2160;"Vale Pastoril";2;2;5;2;2;2;2;2;3;5;2;2;2;4;3;2;3;3;1;1;3;1;3;2;2;2;2;3;3;5;1;2;1;1;3;5;2;3;3;5;5;5;2;5;3;5;5;5;5;4;3;5;2;3;5;5;5;5;5;1;4;4;1;5;0;"alta";75
"1020";2184;"Vale Pastoril";3;2;4;5;4;3;3;3;3;5;5;5;3;4;4;4;4;5;3;3;4;3;3;3;4;3;3;5;5;5;3;4;4;4;4;5;4;5;4;5;5;4;4;4;4;5;4;5;5;2;2;3;3;4;5;5;5;5;5;2;1;1;1;4;5;"media";75
"1021";2192;"Vale Pastoril";3;3;3;5;4;3;3;3;2;3;3;2;2;3;3;2;2;2;3;3;2;3;3;2;3;3;2;5;4;3;2;3;3;2;3;3;4;3;3;2;3;4;3;3;2;5;5;4;4;4;3;3;3;3;4;4;4;4;4;1;5;5;1;4;0;"media";75
"1022";322;"Vale Verde";5;4;3;3;3;5;1;1;1;4;4;4;1;1;2;1;2;3;1;1;1;1;5;1;1;2;5;2;2;3;3;5;1;1;4;3;1;1;3;3;1;3;4;4;5;1;1;1;5;5;5;1;4;5;1;5;4;5;3;2;4;4;0;4;0;"media";76
"1023";401;"Vale Verde";4;4;5;5;3;4;3;3;3;5;5;5;2;4;4;3;5;5;4;4;3;2;3;4;3;3;4;5;5;5;2;4;4;4;5;5;4;4;5;5;3;3;2;2;3;5;5;5;5;4;4;3;4;4;1;2;2;2;2;2;4;4;0;4;0;"media";76
"1024";537;"Vale Verde";4;4;4;5;3;3;3;3;4;5;5;5;2;5;5;5;5;5;4;4;5;2;3;3;4;4;5;5;5;5;1;3;3;2;5;5;2;3;2;5;3;3;4;5;3;5;5;5;5;2;3;3;3;5;1;2;2;2;2;2;1;1;0;3;0;"media";76
"1025";539;"Vale Verde";4;3;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;3;4;4;4;5;4;3;4;4;4;4;3;4;4;5;4;4;4;4;4;3;4;3;4;4;4;4;4;4;3;3;4;3;4;4;3;1;2;2;2;2;2;5;5;0;4;1;"media";76
"1026";559;"Vale Verde";3;3;3;4;3;3;3;3;2;4;4;4;2;4;4;4;4;4;3;3;3;1;3;3;3;3;3;4;5;5;1;5;4;5;5;5;3;4;2;4;2;2;2;2;2;5;5;5;5;5;5;5;2;5;1;2;2;2;2;2;6;6;0;4;0;"media";76
"1027";563;"Vale Verde";3;2;3;5;4;4;4;3;3;5;5;5;2;4;4;4;5;5;3;3;4;2;3;3;4;3;3;4;4;4;2;2;3;4;5;5;3;4;3;5;3;3;4;3;3;5;5;5;5;2;3;3;2;5;1;4;4;4;4;1;7;7;0;5;2;"alta";76
"1028";564;"Vale Verde";3;2;2;5;4;3;3;3;2;5;4;4;2;3;3;3;5;5;3;2;3;2;3;4;3;3;2;5;4;4;3;3;3;3;5;5;3;3;2;5;3;4;3;4;2;5;5;5;5;2;2;4;3;5;1;4;4;4;4;2;1;1;0;4;0;"media";76
"1029";565;"Vale Verde";4;2;3;5;4;3;4;3;3;5;4;4;1;3;3;4;4;5;4;3;4;1;4;3;3;3;4;5;5;5;2;4;3;4;4;5;4;5;2;5;4;3;4;4;2;5;5;5;5;2;2;4;2;5;1;4;4;2;2;1;1;1;0;5;0;"alta";76
"1030";566;"Vale Verde";3;2;3;5;3;3;3;3;2;5;5;5;3;5;5;5;5;5;3;3;3;2;4;4;4;3;3;5;4;4;3;4;3;3;5;5;4;4;2;5;3;3;3;3;2;4;4;3;5;3;3;3;3;4;1;4;4;4;4;1;8;8;0;5;1;"alta";76
"1031";639;"Jardim Vera Cruz";5;5;5;1;1;1;1;5;5;4;5;5;4;4;5;4;5;5;5;5;5;4;1;4;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;5;3;5;4;5;5;4;5;5;5;5;5;4;5;1;5;5;5;5;1;1;6;6;0;3;0;"media";30
"1032";706;"Vila Bretas";5;4;5;4;4;3;2;2;1;5;5;4;1;2;2;1;2;1;5;5;4;1;2;2;1;2;1;5;5;5;1;2;3;1;5;1;3;3;3;3;3;5;4;3;1;5;5;4;5;3;3;4;2;1;1;4;5;4;4;2;4;4;0;5;0;"alta";78
"1033";707;"Vila Bretas";4;4;4;4;4;2;2;1;1;4;4;3;2;3;3;1;3;1;4;4;2;1;1;3;3;2;1;4;4;4;1;1;2;2;1;1;2;2;2;2;2;4;4;3;1;4;4;4;4;2;2;3;2;1;1;5;5;5;5;2;1;1;0;4;0;"media";78
"1034";708;"Vila Bretas";1;1;2;4;5;5;3;4;1;1;1;1;2;3;4;2;4;1;1;1;1;2;3;4;3;3;2;1;1;1;2;3;4;2;3;2;2;3;1;2;3;4;2;5;2;3;2;3;5;4;4;4;4;2;1;5;5;5;5;2;4;4;0;2;1;"baixa";78
"1035";745;"Vila Bretas";3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;1;2;2;3;3;3;3;3;3;3;3;1;2;2;2;2;2;2;2;2;1;4;4;4;4;4;4;4;4;1;1;4;4;4;4;2;6;6;0;4;0;"media";78
"1036";746;"Vila Bretas";4;2;3;4;5;2;3;1;1;5;5;5;2;5;5;5;5;1;3;3;3;3;3;3;3;3;1;4;4;5;1;2;2;1;5;1;3;4;2;5;5;5;5;5;1;1;5;5;5;1;1;1;1;1;1;5;5;4;3;2;6;6;0;5;0;"alta";78
"1037";749;"Vila Bretas";4;4;4;4;4;4;4;5;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;4;4;4;3;3;4;3;5;2;2;2;2;2;2;2;2;1;2;1;5;5;5;2;4;3;3;2;1;5;5;5;5;2;4;4;0;3;0;"media";78
"1038";874;"Vila Bretas";3;3;3;3;3;4;2;4;1;4;5;1;1;1;1;1;3;1;3;3;3;3;2;1;1;2;1;4;5;2;1;2;2;1;5;1;1;1;1;3;3;4;4;5;1;1;5;4;5;1;2;2;1;1;1;5;5;5;5;2;5;5;0;5;0;"alta";78
